"ID","tid","sn","x","y","time","locid","prob","OriginType"
"1986910",148,6,437798.60860436,390871.204050271,07:00:00,198,0.03620806,"Dominant"
"1762795",84,37,439274.332833477,399046.510489254,18:00:00,176,0.01501848,"Dominant"
"1929061",272,43,474484.744098231,416470.980291232,19:00:00,192,0.02848227,"Dominant"
"1565353",233,8,448090.337922544,394728.50426252,05:00:00,156,0.00674824,"Non-dominant"
"1914906",114,12,424148.282798598,400868.14091953,08:00:00,191,0.02736546,"Dominant"
"1496316",263,35,431104.810880839,388497.5222653,20:00:00,149,0.00510021,"Non-dominant"
"2009261",260,15,466385.966607678,399068.465543347,08:00:00,200,0.03922372,"Dominant"
"1820098",319,24,453467.445735859,405353.036185877,20:00:00,181,0.01834362,"Dominant"
"1847957",264,32,459801.031019709,405574.427136645,15:00:00,184,0.02068237,"Dominant"
"1481290",85,11,459203.649933584,413385.507333333,04:00:00,148,0.00490023,"Non-dominant"
"1847354",252,21,459957.571341734,405858.083781296,14:00:00,184,0.02068237,"Dominant"
"1949373",271,16,454962.068306469,388929.346257903,06:00:00,194,0.03085447,"Dominant"
"1840175",317,2,450407.354514874,380472.652170108,03:00:00,183,0.0198714,"Dominant"
"2008834",250,31,466493.708221148,399333.398998055,23:00:00,200,0.03922372,"Dominant"
"1986975",151,9,437674.393303492,390728.446458342,10:00:00,198,0.03620806,"Dominant"
"1914317",102,21,423916.47143548,401317.562873468,08:00:00,191,0.02736546,"Dominant"
"1817076",252,6,453273.425701065,405252.030565224,03:00:00,181,0.01834362,"Dominant"
"1922909",68,44,474961.006577174,416247.194076524,18:00:00,192,0.02848227,"Dominant"
"1679974",328,20,458993.143848172,404308.468290617,21:00:00,167,0.01047804,"Dominant"
"2003179",53,25,466259.135193383,398896.382310003,21:00:00,200,0.03922372,"Dominant"
"1786861",247,16,429581.293632822,391009.408787422,12:00:00,178,0.01626933,"Dominant"
"1693524",109,42,460191.236252294,403423.863196911,20:00:00,169,0.01135073,"Dominant"
"1852374",70,19,455903.49218531,411735.928261427,09:00:00,185,0.02152643,"Dominant"
"1951840",332,20,454837.825912349,389357.564981615,22:00:00,194,0.03085447,"Dominant"
"1976143",126,6,424214.172519685,398908.997985809,03:00:00,197,0.03478832,"Dominant"
"1880396",306,46,452045.925158046,416049.386959381,20:00:00,187,0.02331931,"Dominant"
"1754725",124,14,435186.017096683,387110.047437397,07:00:00,175,0.0144296,"Dominant"
"1997203",156,17,434115.932744705,393466.604370898,22:00:00,199,0.03768573,"Dominant"
"1810003",317,33,455771.364354159,393406.029191069,18:00:00,180,0.01762435,"Dominant"
"1705671",222,19,436088.553738152,383128.547677553,13:00:00,170,0.01181396,"Dominant"
"1081566",145,27,433487.823182283,410522.683886758,22:00:00,108,0.00098934,"Non-dominant"
"1128252",56,33,433966.706960979,383820.58596156,18:00:00,113,0.00120838,"Non-dominant"
"1980483",289,44,424569.286109557,398802.002033095,23:00:00,197,0.03478832,"Dominant"
"1955318",110,20,437931.586935678,392364.166923308,12:00:00,195,0.03211366,"Dominant"
"1955827",121,38,437398.026906621,392072.703067823,21:00:00,195,0.03211366,"Dominant"
"1861357",364,2,455900.603054425,411749.948988371,15:00:00,185,0.02152643,"Dominant"
"1961272",309,5,437780.921223867,392163.877936469,01:00:00,195,0.03211366,"Dominant"
"1097082",359,1,459907.402139944,412844.808469294,00:00:00,109,0.00102971,"Non-dominant"
"1985586",111,29,437797.556071842,390634.27443587,15:00:00,198,0.03620806,"Dominant"
"1579710",352,1,445588.754551243,395364.190062678,00:00:00,157,0.00702364,"Non-dominant"
"1990197",282,50,438217.272189748,390691.094863248,22:00:00,198,0.03620806,"Dominant"
"1116123",303,16,431355.705326538,408434.295932418,05:00:00,111,0.00111548,"Non-dominant"
"2006656",130,17,466206.836847911,398955.971954366,11:00:00,200,0.03922372,"Dominant"
"1834296",114,6,450238.01817213,380433.97017966,02:00:00,183,0.0198714,"Dominant"
"951390",143,14,449807.588668462,393384.457934123,11:00:00,95,0.00058818,"Non-dominant"
"1865968",143,21,419022.114059752,392520.229566743,20:00:00,186,0.02240494,"Dominant"
"1902991",78,34,440733.577122962,396158.324855225,15:00:00,190,0.02629245,"Dominant"
"1918596",267,34,424015.645774411,401146.939305932,17:00:00,191,0.02736546,"Dominant"
"933804",266,28,465626.939107479,399270.140073166,16:00:00,93,0.00054296,"Non-dominant"
"1365546",261,49,423737.601336127,399587.515824238,23:00:00,136,0.00303218,"Non-dominant"
"2003807",70,40,466475.186878971,399275.058804617,19:00:00,200,0.03922372,"Dominant"
"1987150",163,8,437832.280472793,390974.541268049,22:00:00,198,0.03620806,"Dominant"
"1819766",309,20,453242.850601604,405334.163561776,16:00:00,181,0.01834362,"Dominant"
"1761937",65,24,438859.631545485,399202.859305617,11:00:00,176,0.01501848,"Dominant"
"1613863",122,22,428475.020862869,390650.626905744,11:00:00,161,0.00824232,"Dominant"
"1845390",139,41,459819.534580615,405499.903465289,20:00:00,184,0.02068237,"Dominant"
"1591519",77,7,428620.094015025,411380.769929283,04:00:00,159,0.00760862,"Non-dominant"
"911062",141,13,439889.043692046,397266.648716798,08:00:00,91,0.00050122,"Non-dominant"
"1353616",212,17,429743.358770157,408581.407042358,23:00:00,135,0.00291329,"Non-dominant"
"1935627",121,38,469884.372622751,412401.25142538,23:00:00,193,0.02964465,"Dominant"
"1986300",128,6,437679.721907942,390939.985369814,02:00:00,198,0.03620806,"Dominant"
"1999698",272,4,434095.158582583,392984.69492088,02:00:00,199,0.03768573,"Dominant"
"1960653",294,33,437626.695093386,392101.585006209,18:00:00,195,0.03211366,"Dominant"
"1789643",304,15,429814.035161083,390636.6321381,09:00:00,178,0.01626933,"Dominant"
"2011590",307,31,466507.651437492,399011.253453542,23:00:00,200,0.03922372,"Dominant"
"1843618",98,29,460169.038364711,405695.67727976,13:00:00,184,0.02068237,"Dominant"
"1746466",234,19,428697.302757359,394211.041131994,09:00:00,174,0.01386381,"Dominant"
"1958937",262,1,437664.012978,392171.974330416,00:00:00,195,0.03211366,"Dominant"
"1733694",108,12,446243.572530646,395883.637520434,06:00:00,173,0.0133202,"Dominant"
"1808538",283,35,455964.458408835,393544.425054043,18:00:00,180,0.01762435,"Dominant"
"1667448",269,3,459193.496271925,402400.545052922,01:00:00,166,0.01006719,"Dominant"
"1888145",260,30,431382.818572437,398208.360516533,12:00:00,188,0.02427099,"Dominant"
"1551007",68,9,460975.63137482,405298.983798323,03:00:00,155,0.00648364,"Non-dominant"
"1935999",131,2,469659.182717126,412484.517233311,00:00:00,193,0.02964465,"Dominant"
"1461895",98,38,447687.208377527,403419.924840554,18:00:00,146,0.00452348,"Non-dominant"
"1719385",308,21,443882.523847025,385246.853845673,14:00:00,171,0.01229609,"Dominant"
"1397675",300,2,470741.702300707,417359.713451738,00:00:00,139,0.00341877,"Non-dominant"
"1895031",120,20,446058.460964306,402432.054444248,13:00:00,189,0.0252615,"Dominant"
"1776727",239,35,458321.826054071,410836.055342834,19:00:00,177,0.0156314,"Dominant"
"2004884",92,54,466580.429589087,398641.49067405,23:00:00,200,0.03922372,"Dominant"
"1750278",323,1,428780.258531155,394213.450997337,01:00:00,174,0.01386381,"Dominant"
"2003257",56,10,466217.997322058,399029.781206253,10:00:00,200,0.03922372,"Dominant"
"1791114",39,14,440794.701984766,381608.362553629,14:00:00,179,0.01693329,"Dominant"
"1926707",176,2,474607.873771124,416224.114894239,03:00:00,192,0.02848227,"Dominant"
"1771395",49,12,458624.136420352,411018.160931915,08:00:00,177,0.0156314,"Dominant"
"1350533",89,34,429409.193122914,408804.448100106,13:00:00,135,0.00291329,"Non-dominant"
"1796245",224,27,440846.329873708,381057.039927538,22:00:00,179,0.01693329,"Dominant"
"1600969",63,14,447616.27889693,401553.591963122,07:00:00,160,0.00791913,"Non-dominant"
"1930584",304,5,474515.520734567,416277.821534603,01:00:00,192,0.02848227,"Dominant"
"1460098",60,18,448082.259060568,403529.033043712,11:00:00,146,0.00452348,"Non-dominant"
"1524179",140,22,425567.413124936,381048.994278468,14:00:00,152,0.00575047,"Non-dominant"
"1555637",240,25,460554.383809026,405087.320057901,14:00:00,155,0.00648364,"Non-dominant"
"1997351",172,1,433797.200429112,392930.117761025,06:00:00,199,0.03768573,"Dominant"
"1766506",234,7,439087.246401819,398988.515921962,04:00:00,176,0.01501848,"Dominant"
"1832855",86,31,450344.848988085,380108.394862948,11:00:00,183,0.0198714,"Dominant"
"1993623",70,13,433867.355466662,393013.646904068,10:00:00,199,0.03768573,"Dominant"
"1946567",142,2,455063.303165395,388942.254509959,03:00:00,194,0.03085447,"Dominant"
"1799257",295,40,440917.296449852,381488.850920503,18:00:00,179,0.01693329,"Dominant"
"1898888",276,53,446401.303053651,402656.072788333,18:00:00,189,0.0252615,"Dominant"
"1287014",307,41,445574.253410451,404284.3875853,20:00:00,128,0.00220181,"Non-dominant"
"2001175",301,31,433808.909958853,392672.662161692,13:00:00,199,0.03768573,"Dominant"
"2009477",264,32,466395.795091777,398983.84479993,11:00:00,200,0.03922372,"Dominant"
"1928395",259,45,474253.115133256,416071.996401174,21:00:00,192,0.02848227,"Dominant"
"1944517",92,46,454824.313827112,389171.229756208,18:00:00,194,0.03085447,"Dominant"
"1716201",241,12,444228.966361214,385621.421180815,07:00:00,171,0.01229609,"Dominant"
"1517122",275,12,427485.626388962,387012.825733059,05:00:00,151,0.00552499,"Non-dominant"
"2009149",257,32,466257.065829858,399126.711476135,15:00:00,200,0.03922372,"Dominant"
"1708594",291,7,435738.776497913,383470.538249349,01:00:00,170,0.01181396,"Dominant"
"1970970",305,34,437845.134667768,400902.560032781,21:00:00,196,0.03342425,"Dominant"
"1624351",135,16,449363.302762539,393134.939150717,11:00:00,162,0.00857869,"Dominant"
"1977492",218,3,424344.167066503,399086.328452917,01:00:00,197,0.03478832,"Dominant"
"1725994",230,10,463716.440998355,401302.277467874,09:00:00,172,0.01279791,"Dominant"
"1824650",123,10,438223.482540817,409856.439460497,05:00:00,182,0.01909223,"Dominant"
"1707514",269,36,435941.953804424,383041.147415294,16:00:00,170,0.01181396,"Dominant"
"1937942",242,5,469734.773936812,412537.457742443,02:00:00,193,0.02964465,"Dominant"
"1836876",243,2,450422.251139279,380420.252287917,01:00:00,183,0.0198714,"Dominant"
"1572363",96,10,445571.159363899,395329.486150995,02:00:00,157,0.00702364,"Non-dominant"
"1968728",258,1,437686.012985143,400886.025669946,00:00:00,196,0.03342425,"Dominant"
"1514466",161,8,427181.219424339,386825.588725541,14:00:00,151,0.00552499,"Non-dominant"
"1986043",121,14,437892.742590077,390640.497765152,08:00:00,198,0.03620806,"Dominant"
"1495827",253,33,431290.933759369,388042.995493286,15:00:00,149,0.00510021,"Non-dominant"
"1835920",188,5,450450.143186371,379965.601778545,23:00:00,183,0.0198714,"Dominant"
"1930983",314,20,474695.844494436,416280.043612521,08:00:00,192,0.02848227,"Dominant"
"1903865",96,6,440497.085818852,396094.883827915,04:00:00,190,0.02629245,"Dominant"
"1793719",104,23,440881.177839133,381708.47903682,13:00:00,179,0.01693329,"Dominant"
"1953707",77,35,437810.200376776,392089.29178611,19:00:00,195,0.03211366,"Dominant"
"1867112",233,30,419356.095624608,391832.539347158,17:00:00,186,0.02240494,"Dominant"
"1739102",295,24,446350.90797107,395837.518824313,09:00:00,173,0.0133202,"Dominant"
"1873541",88,25,452123.722561932,416055.054049581,10:00:00,187,0.02331931,"Dominant"
"1803106",93,3,455827.791891516,393779.910000566,00:00:00,180,0.01762435,"Dominant"
"1961790",326,11,437373.148221869,392246.53274633,06:00:00,195,0.03211366,"Dominant"
"1355554",266,57,430185.484607195,408413.137971847,23:00:00,135,0.00291329,"Non-dominant"
"1738307",279,6,446521.372846749,395628.465212029,01:00:00,173,0.0133202,"Dominant"
"1977804",231,35,424501.340787908,398749.943072897,23:00:00,197,0.03478832,"Dominant"
"1897859",256,27,446419.3501677,402539.173311735,18:00:00,189,0.0252615,"Dominant"
"1927038",217,16,474780.667498587,416363.44893308,22:00:00,192,0.02848227,"Dominant"
"1600817",59,14,447562.255965667,401491.698545345,12:00:00,160,0.00791913,"Non-dominant"
"1858499",270,46,455585.94517591,411500.038711297,23:00:00,185,0.02152643,"Dominant"
"1865298",124,26,419433.082355748,391953.433571434,14:00:00,186,0.02240494,"Dominant"
"1988820",256,15,437711.191831015,390760.578903322,09:00:00,198,0.03620806,"Dominant"
"1896008",151,21,446146.924000484,402472.487091646,20:00:00,189,0.0252615,"Dominant"
"1890383",308,2,431581.677171389,397947.262548812,01:00:00,188,0.02427099,"Dominant"
"1885071",120,30,431352.299516924,398064.120549315,16:00:00,188,0.02427099,"Dominant"
"1942500",44,2,454962.399007508,388918.386130657,01:00:00,194,0.03085447,"Dominant"
"1623618",116,3,449150.611919179,392829.619474602,02:00:00,162,0.00857869,"Dominant"
"2007827",216,8,466368.746642535,398984.440106935,15:00:00,200,0.03922372,"Dominant"
"1884133",100,30,431342.086946441,397861.764395574,16:00:00,188,0.02427099,"Dominant"
"1887394",243,7,431313.586301513,398057.213138921,03:00:00,188,0.02427099,"Dominant"
"1856798",230,23,455890.355050841,411952.192386926,18:00:00,185,0.02152643,"Dominant"
"1929750",285,30,474943.349770715,416183.132369049,13:00:00,192,0.02848227,"Dominant"
"1606972",264,52,447139.886694891,401489.235645533,19:00:00,160,0.00791913,"Non-dominant"
"1495675",250,19,431306.480607006,388182.374763774,10:00:00,149,0.00510021,"Non-dominant"
"1284683",258,63,445170.356824062,403616.848730294,22:00:00,128,0.00220181,"Non-dominant"
"1936132",134,32,470100.064499932,413024.405279906,21:00:00,193,0.02964465,"Dominant"
"1728534",286,10,463734.23703002,401143.221403483,05:00:00,172,0.01279791,"Dominant"
"1708712",293,26,435622.244946694,383295.806821515,08:00:00,170,0.01181396,"Dominant"
"1960601",293,31,437786.56903406,391977.936639813,16:00:00,195,0.03211366,"Dominant"
"1809831",312,13,456214.765364089,393697.209762935,07:00:00,180,0.01762435,"Dominant"
"1764814",126,20,439162.721864477,399037.410447976,12:00:00,176,0.01501848,"Dominant"
"1985675",113,30,437687.394691611,390783.993905069,18:00:00,198,0.03620806,"Dominant"
"1795354",145,24,440901.63295188,381573.515478841,17:00:00,179,0.01693329,"Dominant"
"1755345",143,10,435133.099562512,386998.360829861,09:00:00,175,0.0144296,"Dominant"
"1958856",260,32,437500.219548853,391825.965529263,10:00:00,195,0.03211366,"Dominant"
"1856803",230,28,455824.137010805,412054.079193394,21:00:00,185,0.02152643,"Dominant"
"1380069",69,6,447693.253716109,403117.455877345,04:00:00,138,0.00328472,"Non-dominant"
"1805799",206,13,455607.34922638,393444.528728827,21:00:00,180,0.01762435,"Dominant"
"1292971",181,3,432070.461270735,388032.376840207,14:00:00,129,0.00229167,"Non-dominant"
"1663232",104,31,459280.874153548,402487.715340684,17:00:00,166,0.01006719,"Dominant"
"1692173",81,20,459686.950898508,403512.987914199,12:00:00,169,0.01135073,"Dominant"
"1817100",252,30,453207.616018659,405259.677866572,14:00:00,181,0.01834362,"Dominant"
"1071668",143,29,438853.254244611,405086.634308984,22:00:00,107,0.00095055,"Non-dominant"
"1292170",132,3,432056.668481099,388206.710962194,01:00:00,129,0.00229167,"Non-dominant"
"1971112",309,25,437439.526314888,400887.578704078,19:00:00,196,0.03342425,"Dominant"
"1812765",87,18,453203.839453446,405137.129083545,07:00:00,181,0.01834362,"Dominant"
"1759514",298,1,435238.411582698,386892.964784568,00:00:00,175,0.0144296,"Dominant"
"1984273",85,4,437754.706737573,390921.940342904,01:00:00,198,0.03620806,"Dominant"
"2008051",228,2,466348.600260142,399063.495647037,01:00:00,200,0.03922372,"Dominant"
"1647274",266,1,465291.997544825,417668.046282166,00:00:00,164,0.00929319,"Dominant"
"1222508",152,13,467714.063416918,411999.331065607,13:00:00,122,0.00173201,"Non-dominant"
"1985781",115,53,437931.229942629,391067.622999484,22:00:00,198,0.03620806,"Dominant"
"1883760",92,38,431925.016600291,398417.12897255,14:00:00,188,0.02427099,"Dominant"
"2005868",112,20,466629.557949523,399101.525468751,12:00:00,200,0.03922372,"Dominant"
"1875937",145,17,451968.427463161,416171.478796878,20:00:00,187,0.02331931,"Dominant"
"1957858",236,41,437252.523483743,392760.608838326,21:00:00,195,0.03211366,"Dominant"
"1384576",235,13,447774.47444085,403221.569385242,11:00:00,138,0.00328472,"Non-dominant"
"1942286",29,8,455195.420041591,389052.664618407,18:00:00,194,0.03085447,"Dominant"
"1010279",109,21,425977.320753915,402928.932547889,14:00:00,101,0.00074773,"Non-dominant"
"1940945",303,38,469480.218587809,412887.907427104,21:00:00,193,0.02964465,"Dominant"
"1829131",292,4,438130.928408941,409610.13790849,01:00:00,182,0.01909223,"Dominant"
"1281059",105,7,445429.978216729,404002.637985121,02:00:00,128,0.00220181,"Non-dominant"
"1423970",192,3,442060.007006066,395830.076978263,21:00:00,142,0.00385466,"Non-dominant"
"1267614",331,15,452445.093330336,379960.072090591,10:00:00,126,0.00203253,"Non-dominant"
"1922902",68,37,474983.637236742,416190.097334685,15:00:00,192,0.02848227,"Dominant"
"1647291",266,18,465233.929392285,417723.747105028,06:00:00,164,0.00929319,"Dominant"
"1959027",263,32,437562.138095273,392181.558123058,14:00:00,195,0.03211366,"Dominant"
"1983938",77,48,437696.428564941,391125.178229723,19:00:00,198,0.03620806,"Dominant"
"1983627",69,53,438007.292601436,391024.567554844,21:00:00,198,0.03620806,"Dominant"
"1840005",312,11,450378.950106616,380606.808891212,05:00:00,183,0.0198714,"Dominant"
"1800332",325,17,440766.595980759,381453.887487727,21:00:00,179,0.01693329,"Dominant"
"1729283",301,39,463553.108630061,400880.492852243,19:00:00,172,0.01279791,"Dominant"
"1941475",318,11,469713.029931215,412391.448614552,05:00:00,193,0.02964465,"Dominant"
"1863132",79,39,419194.912621421,392479.89612669,22:00:00,186,0.02240494,"Dominant"
"1817335",257,41,452930.110339756,405080.384166288,21:00:00,181,0.01834362,"Dominant"
"1806706",244,18,455838.009110102,393575.244758438,11:00:00,180,0.01762435,"Dominant"
"1341791",115,30,448045.911015696,404703.655571589,14:00:00,134,0.00279905,"Non-dominant"
"1964442",88,57,437654.475983361,400523.116549394,23:00:00,196,0.03342425,"Dominant"
"2003318",58,5,466306.815196471,399149.619438219,01:00:00,200,0.03922372,"Dominant"
"1985948",119,7,437663.494202119,391072.662447093,02:00:00,198,0.03620806,"Dominant"
"2007723",207,8,466552.128589502,399587.140420203,20:00:00,200,0.03922372,"Dominant"
"1373591",159,5,459962.130148467,393716.646402145,08:00:00,137,0.00315593,"Non-dominant"
"1669077",302,36,459517.809293026,402932.15762277,23:00:00,166,0.01006719,"Dominant"
"1776531",234,5,458563.250947806,410643.665999065,04:00:00,177,0.0156314,"Dominant"
"1896974",232,11,445899.656162293,402867.262694511,11:00:00,189,0.0252615,"Dominant"
"1908524",268,22,440269.636325569,396289.628855139,08:00:00,190,0.02629245,"Dominant"
"1916896",223,16,423836.288223613,400996.984612864,10:00:00,191,0.02736546,"Dominant"
"1770640",340,5,439188.456255581,399291.282286569,09:00:00,176,0.01501848,"Dominant"
"1751561",56,3,435458.775323444,386968.340141938,00:00:00,175,0.0144296,"Dominant"
"1030907",124,31,439047.247019202,390955.099503243,18:00:00,103,0.00081,"Non-dominant"
"1500202",57,23,438677.126595728,403024.84602944,13:00:00,150,0.00530835,"Non-dominant"
"1760832",359,2,435349.029259493,386977.239422414,04:00:00,175,0.0144296,"Dominant"
"1880761",317,20,452164.56816824,415911.829834631,09:00:00,187,0.02331931,"Dominant"
"1378400",327,3,459920.863119248,393845.470016036,01:00:00,137,0.00315593,"Non-dominant"
"1867140",234,19,419287.885837384,392210.84967322,21:00:00,186,0.02240494,"Dominant"
"1390546",77,44,471111.822418187,417044.866546507,22:00:00,139,0.00341877,"Non-dominant"
"2008007",226,14,466267.376086884,399104.246007964,11:00:00,200,0.03922372,"Dominant"
"1905643",136,8,440503.499070241,396204.119416423,04:00:00,190,0.02629245,"Dominant"
"1936938",175,5,469334.992463745,412657.946385156,04:00:00,193,0.02964465,"Dominant"
"1631470",71,1,444738.313351751,389316.822562924,00:00:00,163,0.0089288,"Dominant"
"1926316",146,14,474926.838765978,416150.958800827,21:00:00,192,0.02848227,"Dominant"
"1939930",282,7,469595.571243358,412377.475820777,03:00:00,193,0.02964465,"Dominant"
"1857549",251,17,456106.488693826,411578.223263009,10:00:00,185,0.02152643,"Dominant"
"1997619",210,7,433832.158179015,393146.661326605,14:00:00,199,0.03768573,"Dominant"
"1945572",115,22,455168.09550181,388731.596627421,08:00:00,194,0.03085447,"Dominant"
"1972618",48,25,424487.343165402,398934.968320414,20:00:00,197,0.03478832,"Dominant"
"1987082",158,16,437881.120271436,391047.629462742,16:00:00,198,0.03620806,"Dominant"
"1866086",148,14,419347.746981754,392320.088033949,20:00:00,186,0.02240494,"Dominant"
"1001461",139,9,439289.471389305,385099.810139466,07:00:00,100,0.00071841,"Non-dominant"
"1181002",122,52,431322.73230986,410119.832868622,23:00:00,118,0.00147592,"Non-dominant"
"1614067",128,2,428435.650589269,390624.077609353,01:00:00,161,0.00824232,"Dominant"
"1815961",216,1,453176.108312485,405124.147120067,00:00:00,181,0.01834362,"Dominant"
"1855606",140,25,456035.080218699,411977.556699375,13:00:00,185,0.02152643,"Dominant"
"1954114",86,4,437586.582506683,392195.471732217,01:00:00,195,0.03211366,"Dominant"
"1950336",290,38,455189.882495248,389121.633995896,17:00:00,194,0.03085447,"Dominant"
"1788070",272,46,429945.047881321,390953.582413269,21:00:00,178,0.01626933,"Dominant"
"1934455",97,39,469712.405026997,412558.040480801,16:00:00,193,0.02964465,"Dominant"
"1657563",272,44,449545.852592272,403153.583356471,21:00:00,165,0.00967245,"Dominant"
"1819302",298,45,453128.137005617,405282.884622566,18:00:00,181,0.01834362,"Dominant"
"1987563",215,8,437716.15537315,390702.511957278,14:00:00,198,0.03620806,"Dominant"
"1965451",108,37,437325.042865767,401215.139750853,16:00:00,196,0.03342425,"Dominant"
"1980975",299,18,424258.183736585,398887.650674618,11:00:00,197,0.03478832,"Dominant"
"848833",96,51,432742.464381897,401242.644746398,20:00:00,85,0.00039427,"Non-dominant"
"2007126",145,21,466493.935768801,399046.292250373,14:00:00,200,0.03922372,"Dominant"
"1780370",326,31,458381.732791476,410258.291654218,22:00:00,177,0.0156314,"Dominant"
"1990807",295,18,438059.239031217,391217.215907102,11:00:00,198,0.03620806,"Dominant"
"1839389",296,46,450905.752696432,379930.997116663,20:00:00,183,0.0198714,"Dominant"
"1956077",128,18,437775.897541075,392100.959789661,13:00:00,195,0.03211366,"Dominant"
"1840630",336,8,450117.734103893,380499.316842616,11:00:00,183,0.0198714,"Dominant"
"1884156",101,9,431583.877695571,398046.085472996,02:00:00,188,0.02427099,"Dominant"
"1783635",104,10,429376.850574732,391010.974053314,05:00:00,178,0.01626933,"Dominant"
"1369789",61,24,459559.556644486,393878.961970045,17:00:00,137,0.00315593,"Non-dominant"
"1796316",227,26,440810.974071846,381395.754607212,23:00:00,179,0.01693329,"Dominant"
"1590464",47,14,428544.869486626,411273.122953021,15:00:00,159,0.00760862,"Non-dominant"
"1642888",99,30,465330.806101511,417886.071002524,15:00:00,164,0.00929319,"Dominant"
"1779976",313,14,458685.831957195,410884.578012111,11:00:00,177,0.0156314,"Dominant"
"1821375",52,24,438070.264776122,409794.436931887,19:00:00,182,0.01909223,"Dominant"
"1922820",66,38,474574.921890704,416249.595999835,16:00:00,192,0.02848227,"Dominant"
"1975010",102,19,424342.485690144,398877.186364619,06:00:00,197,0.03478832,"Dominant"
"1846287",220,12,459919.025579658,405357.366305182,07:00:00,184,0.02068237,"Dominant"
"1897987",259,4,445927.525207005,402684.473260803,01:00:00,189,0.0252615,"Dominant"
"1706393",245,28,435806.60326354,383338.780993711,14:00:00,170,0.01181396,"Dominant"
"1254270",256,19,458332.369027,401559.999737798,12:00:00,125,0.00195283,"Non-dominant"
"1920331",302,30,423873.908925014,400970.70844525,14:00:00,191,0.02736546,"Dominant"
"1585018",207,2,449306.329592475,400621.660792107,07:00:00,158,0.00731028,"Non-dominant"
"1524959",217,6,425797.30388134,380753.917051924,14:00:00,152,0.00575047,"Non-dominant"
"1999745",273,4,433895.584320293,392895.66208344,01:00:00,199,0.03768573,"Dominant"
"1512664",107,9,427292.446988618,386798.183952439,05:00:00,151,0.00552499,"Non-dominant"
"1842965",85,26,459776.205361723,405790.064096996,07:00:00,184,0.02068237,"Dominant"
"1981617",316,11,424571.651111659,398989.077477862,05:00:00,197,0.03478832,"Dominant"
"1741360",52,16,428616.284142904,393906.754857038,16:00:00,174,0.01386381,"Dominant"
"1951983",343,3,454977.26834881,388919.519212419,04:00:00,194,0.03085447,"Dominant"
"1857668",254,8,455813.596968347,411741.857342018,02:00:00,185,0.02152643,"Dominant"
"1460461",69,20,447856.744167042,403636.103668608,11:00:00,146,0.00452348,"Non-dominant"
"1614295",133,37,428675.643883137,390496.661072638,14:00:00,161,0.00824232,"Dominant"
"1995224",102,50,433845.11266105,392407.923182874,22:00:00,199,0.03768573,"Dominant"
"1994024",79,20,433766.551202109,392925.925260843,06:00:00,199,0.03768573,"Dominant"
"1737142",256,21,446487.648170605,395390.301351313,08:00:00,173,0.0133202,"Dominant"
"1949087",265,46,455130.785572377,389226.480541526,21:00:00,194,0.03085447,"Dominant"
